id,text
4951,22705 1242 3144 2106 10039 10539 11526 25483 19121 16456 14018 26669 16122 10063 ， 22705 10937 24053 25427 15465 2910 19948 929 19121 30100 8641 26669 17281 28394 1433 ， 12163 8224 13343 25257 28964 29212 22737 20060 28332 2910 13535 8322 25848 2166 12614 20097 1938 5602 13489 ， 19551 27363 12153 25682 ， 15991 28898
4952,22705 15707 24586 19121 11160 26526 24586 ， 21357 8194 25131 8327 4274 3848 2910 2224 22241 ， 2281 10893 20060 10658 ， 12163 12660 11693 9410 5292 8045 10647 3470 3144 803 9680 10300 25504 6527 15707 26526 8194 2106 26154 ， 29956 25682 ， 19636 10645 10893 3144 24445 20185 20185 9672 2856 8169 979 16542
4953,22241 28682 9601 19121 29640 13516 25130 26059 ！ 14501 27454 26694 8 9043 5602 9601 19121 17281 28461 6189 5697 15647 27762 17857 7158 ， 9601 8147 929 10893 2106 10039 7230 22480 979 141 5697 7493 26154 1292 929
4954,22705 9935 25682 24583 17256 ， 12153 28682 29179 2103 1242 10446 19121 12235 17281 28648 2224 26417 21554 23468 25585 8194 26526 ， 28503 8750 8194 16328 1845 10446 8750 9043 19121 4438 2106 30241 28332 13462 19121 28461 26564 25504 16051 30249 15465 23904 8045 4438 2106
4955,5697 24965 16079 26336 9601 19121 6750 12872 25504 2598 6789 17281 16249 11766 18529 25504 2545 5368 10937 29842 13462 14950 19269 11414 11371 6221 ， 10935 25572 9925 12868 10937 29842 10449 10596 11766 13535 9601 19121 19121 27321 6750 12872 25504 17281 8943 13516 25086 12235 5697 15707 24007 21004 21450 23259 ， 9043 24540 10922
4956,15318 15707 10723 1451 21092 4054 12163 8224 13343 2281 23052 5697 15439 11160 17281 28461 6653 6189 ， 233 4198 17281 27369 28685 16037 27369 8194 26526 21092 26754 ， 7442 25483 19121 4685 20447 205 27091 9437 104 13839 11295 26336
4957,29547 1826 29057 25483 19121 5697 12153 3519 6494 10449 10596 979 14477 929 648 8224 24583 15707 29525 1211 28525 12248 ， 1662 7915 21694 15912 14051 2281 18244 24822 20244 4159 24053 17281 9925 10879 30100 13470 4274 28503 21473 19121 3011 8194 26526 10922 24583 17256
4958,12163 8224 13343 3240 7800 9023 625 23349 26526 9601 19121 4438 2106 10067 28133 9531 26694 23182 12235 1943 19433 23349 26526 25682 10645
4959,19897 2106 1053 4054 2797 3240 7800 18947 10449 30241 24540 21326 14547 14501 14244 15469 17281 20448 14684 ， 20565 4054 26336 25585 7230 4274 10449 11497 19121 12235 17281 28332 9810 29956 28648 ， 14501 15912 1823 10449 9810 6494 28438 15707 14950 ， 7442 2281 10639 18226 9866 12567
4960,8766 28503 23978 10647 15316 8327 27322 233 2103 16328 17525 1396 1396 27357 ， 25483 19121 7424 233 2103 16328 8251 1396 16328 8679 22014 12153 1834 16430 11568 15360 17281 22275 18754 8644 26765 3249 11160 14232 8100 9043 17170 10723 22007 10300 9023 23598 19654 8100 30096 19339 4470 24586
4961,8766 10723 24073 17281 1823 21720 5933 10449 8209 25112 8137 ， 18319 26366 8503 5219 10446 8679 12567 10935 29731 5697 13178 17170 13554 2124 29940 19328 2797 29547 19121 12235 17281 648 14232 20244 28461 22197 16648 12248 2165 24583
4962,22705 16614 6180 27700 705 24808 11342 5697 19121 8194 26526 24586 25131 8327 11371 6458 10893 9043 ， 29547 26096 9210 14684 10647 979 15912 19052 26336 17281 9590 705 8282 4397 5602 26366 18302 17997 17281 3494 9043 ， 7442 25483 19121 19121 11160 20097 2617 28776 25398 29627 12163 8224 13343 25945
4963,19897 20097 7493 749 17281 20448 16276 ， 28705 13712 20097 28705 13712 17281 6231 20448 ， 13535 7493 749 979 24659 17281 21079 9601 19121 2281 6837 26154 24058 561 6312 15536 26694 8 10922 17281 3262 26754 19897 13535 10937 24053 17281 30241 23980 1053 17281 ， 7442 27878 19897 13535 28705 13712 28648 2224 17281 17861 11688 8147 8644 ， 28705 1938 2970 27322 18581 10941 8147 22410 17281 3262 26754 11766 21481 28392 4641 29498 28705 13712 18679 24007 26366 5697 14489 25843 24053 1451 19948 25672 5602 9810 17281 3262 26754 13535 1053 10059 17281 ， 27322 26366 17227 26096 3249 3844 24586 22737 9531 20447 5697 9601 19121 2281 9601 25483 24058 561 15794 23259 1258 10449 26694 8 10922 17281 3262 26754 ， 15469 30096 4743 24111 5718 23084
4964,27700 9925 20244 23635 8147 28874 11295 26336 14131 3144 11080 24007 16648 12248 979 23513 26366 10133 14232 12163 18661 12868 13657
4965,21803 19462 13535 18319 10449 10446 11962 28685 10723 12108 2281 4004 22382 14232 17281 2738 19462 26366 233 2103 16328 17525 1396 16328 2103 8679 16328 18371 4198 16325 12890 17281 15469 ， 20850 7078 19319 2281 2124 642 28109 27063 9601 1317 29498 14547 29525 4969 17281 2066 14950 23904 24586 8644 13767 11732 11962 16021 24540
4966,979 18581 26526 24586 26564 85 23404 12660 4925 12052 14501 ， 7661 19121 3218 16542 17281 1292 929 15439 2066 15439 15439 396 15305 16337 24457 7923 13535 10596 17256 10893 23832 14547 25606 26443 15469
4967,235 23926 26307 8750 8644 14232 29731 20244 29207 927 19121 21004 26669 27151 26526 ， 20850 13535 1506 17568 22014 4054 235 23926 8147 22410 17281 7230 22480 1292 29555 ， 3110 14131 20414 13535 10449 27063 21481 13343 10238 17281 28438 9043 10026
4968,13778 1539 17861 15043 26154 13516 2281 17018 1396 17857 4397 24073 13447 21473 22410 24058 8773 20089 26856 5602 9810 6809 26108 27369 18600 28685 20923 17281 1943 10274
4969,16614 6180 12482 8147 23347 2484 16328 18371 8251 15766 1396 17281 20431 29099 26725 16638 23349 26526 ， 28332 13462 19121 9601 5420 5697 1602 23349 8808 24586 2281 23308 25130 10879 19339 25504 24965 12248 19340 25682 2106 10039 12153 3519 6494 5697 23308 25130 10879 17281 8100 9043 5091 29584 4198 26059 2165 12091
4970,10037 6762 10411 16337 12772 12590 3240 7800 23980 1222 4274 9601 19121 20097 5602 17281 14547 17883 4940 21803 19462 15469 9672 9379
4971,22705 10647 24426 929 648 8224 5933 19052 1451 24053 26082 15107 ， 12163 8224 13343 1654 2281 2199 2224 8146 10674 10922 20781 13178 10647 28461 15316 28503 8750 8194 8194 26526 ， 10449 14051 29956 25682 ， 27145 23904 13239 22721 17281 13535
4972,8322 25284 27762 6380 2797 10647 27166 2155 14547 27700 20089 26856 15469 ， 18313 47 25131 8327 12960 10411 6517 10941 19121 5602 9810 17281 23832 15707 ， 23635 22131 25483 19121 979 26564 581 7442 24101 7077 ， 12075 16337 1242 28503 27427 25682 2281 16328 2103 4198 26366 4685 8149 10063 10300 104 13839 10922 24583 28109
4973,20850 396 2446 8194 1943 6636 2337 2066 14950 27322 17018 25848 19433 12614 10674 5933 1451 ， 11259 14489 25257 2281 10922 8679 23832 19052 17281 4767 9614 28957 8194 1943 9601 23259 749 18371 8679 2281 1602 29538 23832 19052 11259 14489 25843 396 2446 8194 1943
4974,19897 13535 10941 19121 5602 9810 4990 10639 17281 25212 10449 10446 22721 23415 18496 12710 ， 27762 6380 2797 10411 6517 5602 14142 25483 8100 26417 2738 17281 18496 17255 16337 25130 6762 17062 8100 17170 10723
4975,25483 30096 8100 9963 26568 20048 15707 27700 9815 9601 4938 6653 13995 17281 25368 2545 9283 5111 ， 7390 2281 25483 19121 2617 1317 14018 26669 4685 9601 6653 21209 10063 13839 29956 4529
4976,25483 19121 19897 7481 16456 368 1744 26417 2738 29640 5379 2187 1292 12248 ， 5120 26417 13535 25483 19121 21552 15584 29525 1211 28525 12248 ， 1258 17568 22014 4054 23904 13712 17281 18047 24569
4977,23619 7661 28109 26366 18371 8679 16328 21534 4198 10922 5239 23468 18302 26174 16271 7604 19654 19057 83 26725 8414 9531 26694 21004 26669 17144 11688 18970 29555 ， 24426 929 11259 19121 20607 17281 25398 29627
4978,29179 233 5594 17281 25483 19121 23904 11295 26336 7158 10446 24058 8773 10674 9810 20097 25130 26366 15912 6189 11342 ， 4685 20447 205 27091 9437 104 13839 5697 25483 19121 23558 24823 10937 29842 1845 8679 8251 4198 10937 13178 17281 10449 21871 8808 12790 19604 10039
4979,3110 18496 13607 19492 14547 9601 19121 24058 8773 20791 20559 15469 ， 9283 5111 17018 1396 13363 6056 15766 2103 5594 17281 30181 2337 24199 9273 8641 26669 ， 20850 8766 10937 29842 10449 274 4767 3696 2281 12459 3328 8194 26526 9601 23980 1222 ， 4299 3696 28900 104 9601 16572 20097 10596 26725 21004 4873 9601 19121
4980,3844 11160 23146 16856 26615 24583 4054 27151 26526 26307 18947 10935 6832 22382 17281 16542 15303 25117 10039 10411 15014 19052 ， 16328 8679 233 21534 4198
4981,20850 3848 2910 25848 26154 13516 7493 15316 4873 27357 ， 4299 3696 25483 19121 3240 7800 929 3848 2910 13916 2090 24540 21326 2046 760 ， 15682 29243 29731 8718 7230 25634 2106 10039
4982,20060 18542 2281 233 2103 16328 18371 1396 16456 25501 9866 4873 28503 1065 22920 16426 27370 16328 1845 17281 4036 27370 233 2103 10646 1938
4983,4004 22382 14232 23904 26096 2281 27166 85 29555 929 8147 2124 ， 12153 28682 25483 19121 14018 26669 4685 9601 6653 21209 10063 13839 25682 4772 12567 17281 8100 2337 15475 25169 6288 24007 ， 5346 28109 3295 3934 28025 11342 29525 927 16598 7548 6266 22410 929 12672 12672 4990 5221 17281 16122 10063 1292 6653 29525
4984,25483 19121 8100 8147 10647 10238 20163 25483 19121 16542 26417 22666 8644 29296 6762 20244 19654 8100 21004 21450 8100 9043 5697 18417 2628 12170 12846 ， 25483 19121 27013 12196 16328 17525 4198 8644 29296 6762 20244 19121 30100 9023 18679 15656 2106 10039 ， 29296 6762 20244 19121 12235 27700 705 29525 104 23084 1317
4985,24101 26669 10786 25504 17281 23084 16825 979 1053 ， 20850 27013 12196 29956 10658 12021 16572 20097 10596 26725 26725 16638 ， 4299 3696 235 13778 12482 8147 11766 1317 10539 11526 10551 760 5091 29584 17983 9614 ， 2124 27700 2199 16328 4198 3828 20593 10723 25945
4986,28874 16614 6180 2797 29547 19121 12235 19897 10449 12772 17918 7558 648 8224 2133 20163 25483 19121 2545 25986 7906 16802 8711 25442 ， 1317 12153 3519 6494 19654 8100 26568 24058 12960 25672 6636 2337 17325 16511 648 8224 8711 25442 17281 7906 16802 ， 5346 22542 13114 29525 104 23084 24808 11342 10974 14051 19897 6266 3519 6494 26307 8750 11160 7915 8718 10879 27380 29179 4198 24583 2106 29541 3328
4987,26307 15647 22666 26568 24058 20048 15707 29555 28709 25504 2545 ， 9601 19121 11568 6762 10133 14232 12163 18661 12868 26307 15647 9043 1849 16276 7493 929 27700 20447 2199 24808 11342 2106 10039
4988,20850 21357 2106 25572 19129 3682 17281 9007 23926 ， 7360 2166 21357 881 23084 1744 1242 9601 19121 23904 8194 929 23953 274 2106 10039 979 141 ， 12567 19551 9601 13700 220 4197 19934 8194 17281 25572 10543 7419 27078 10037 648 27078 15745 25130 25945
4989,1826 26669 2797 10937 29842 4274 9672 12235 9601 19121 13916 2090 25572 4397 4054 19339 28543 13462 14950 ， 29547 28874 12153 13821 29731 13778 13778 26336 5216
4990,2859 26363 11962 14131 10539 11526 10238 20163 9742 10645 27700 15185 25504 9815 21949 3662 8974 18970 1823 22410 ， 4685 4198 14131 24058 8773 27700 705 13839 1826 26669
4991,3848 2910 25284 10411 6517 26564 929 25483 19121 27321 10874 25585 18890 5602 21649 ， 12163 8224 13343 929 3848 19855 8307 17907 27321 10874 25585 18890 5602 21649 ， 2281 561 10204 4990 10639 5602 9810 20715 9614 4529 ， 104 23084 1317
4992,7424 17525 8679 18371 4198 27322 16328 16328 4198 4397 15069 5933 19052 4054 10449 9810 6494 17062 9601 1995 13212 5697 16182 28025 15506 13470 ， 8718 17062 8100 27427 25682 8189 26669 10449 26328 19339 8258 25504 5697 10449 26328 10596 17983 25504
4993,28705 13712 26096 2281 21004 4767 22160 12248 16456 24007 15469 ， 14547 26336 18970 29555 25483 19121 2281 1292 6653 9810 18947 8147 22410 29003 16575 17281 5933 8209 ， 4004 22382 14232 26307 18947 13343 1394 16328 17525 4198 2106 10039 ， 15991 17018 4198 4004 22382 14232 29525 4969
4994,7442 13535 19121 12235 14547 3290 27013 15469 ， 979 13535 19121 5609 14547 25112 24162 15469 ， 10935 12567 5609 20983 27518 27518 2106 10039 ， 10935 1662 20817 16337 17281 1258 10449 25398 29627 17568 24583 2199 8194 28943 26526
4995,4004 22382 14232 28332 28860 3844 24586 8194 6809 26526 8194 10922 16157 20923 23468 26526 24586 8266 26526 15428 20565 25277 7558 396 9935 26417 2738 16542 15303 25117 21738 23588 13489 5379 2187 17281 8100 9043 3110 25284 ， 15991 7661 19121 4685 14123 17799 21853 104 13839 29525 4969 16328 16328 8679 233 21534 4198 104 23084
4996,18496 26336 14501 27454 13535 9601 19121 17281 27762 10723 ， 19551 20866 979 8194 29099 24053 14501 27454 ， 16853 25377 17309 1053 10059 18970 29555 1317 ， 24426 929 8503 4198 24965 14547 20097 13516 23904 21853 15469 19089 3328 14547 28957 18970 14501 27454 4054 15469
4997,25483 19121 23259 13470 9023 10647 20447 26336 28682 2797 8251 2103 7225 12235 5602 28332 10937 29842 6494 26313 14547 24540 10674 274 17515 15469 ， 3110 6285 8 29498 4496 27173 2199 24583 2106 2199 15107 29498 12163 8224 13343 28525 12248 20447 26336 13535 726 17861 240 18451 10922 19047
4998,4496 14232 10893 3144 21552 4873 3240 7800 13535 25483 19121 4274 3848 19855 4990 10639 5602 9810 17281 10674 21092 ， 2281 12163 8224 13343 9210 14684 639 8183 29547 17281 3848 19855 2910 19948 29003 4438 25483 19121 2281 5420 3848 5697 9601 5420 10723 24073 17281 8100 9043 24007 9379 29956 3011 ， 104 23084 1826 26669
4999,12163 8224 13343 23953 29628 25483 4004 5602 9810 17281 20448 22443 21552 25483 19121 19121 11160 1242 8147 23904 21853 1292 929
5000,25483 14489 5602 9810 19897 15248 21092 26669 15316 8327 20559 5697 17281 24438 7531 ， 14489 25843 5697 25483 19121 26568 9963 29038 30016 3144 14547 12163 17227 8194 15469 17281 1938 5602 9043 23774 23832 19052 1242 3144 8194 1943 ， 5933 26313 233 2103 16328 18371 1396 12153 12567
5001,1317 30100 13470 5602 9810 13535 9601 4198 5602 9810 17281 17861 26564 2990 4397 9023 625 ， 9601 19121 28648 2224 9023 24583 17256 23904 20447 6872 26855 2281 24808 11342 8194 10922 19897 929 10893 9043 12960 26669 18970 29555 ， 15912 10300
5002,5609 28461 15439 23904 9963 21004 26669 20163 1258 12590 17281 8266 26526 ， 2286 1396 8251 8679 12163 8224 13343 5697 13343 1394 2281 25819 16337 28514 17170 8194 17799 29956 25682 ， 104 23084 1317
5003,21004 26526 10647 23619 27067 23953 26336 27151 4198 7661 17488 23796 20634 22666 ， 22705 16614 6180 24583 22014 14547 10937 24445 15469 ， 27506 19753 23619 7661 28109 14547 25086 11843 85 14523 15469 ， 7442 9192 11160 29525 19948 19897 7390 26568 25944 19433 7481 25944
5004,16614 6180 13821 28332 16985 27013 12196 17861 27700 14976 29869 10893 9043 ， 7661 19121 396 1938 30241 28648 2224 16542 16929 27518 27518 26669 22410
5005,26568 4397 26336 8266 30181 17018 4198 11259 19121 17281 4898 17170 15469 ， 14547 1258 13535 28705 13712 5962 19849 17281 220 4197 ， 28109 2281 10531 2281 19121 13470 8194 26526 10922 9963 14244 3262 7906 15707 7230 8808
5006,9538 27322 27432 12248 18244 19121 2281 16456 3291 10922 4397 26336 4004 22382 14232 17281 14547 8487 3449 15469 ， 12163 8224 13343 1292 929 4004 18244 10941 19121 8266 30181 8766 21871 25658
5007,8266 26526 25473 20097 19121 12235 25277 7558 8644 19897 13846 5091 29584 9019 8147 21004 21450 5379 2187 ， 28332 13462 19121 10449 10446 8808 12790 28438 2990 21534 4198 24583 13178 10449 20669 104 22131
5008,7442 13778 9925 17281 2739 12710 13657 26754 9963 13535 2797 9601 10449 10446 25658 6285 ， 648 8224 19897 26096 25563 24007 21004 4767 8711 8137 27321 10874 17281 21949 3662 ， 25483 19121 17281 2545 25986 22160 12248 4054 648 8224 8711 25442 27321 2090
5009,9601 4004 28332 13462 25368 2545 17281 27369 26108 18371 233 18371 29235 4938 13353 10674 6637 25504 9805 16575 4054 1341 12567 1341 1242 17281 5602 16325 5697 20060 18542 ， 19551 1396 27653 20015 28776 17062 7659 9590 705 17167 19057 25682
5010,2797 19948 8100 2281 23308 25130 10879 16572 20097 26417 2738 11444 4557 13995 ， 25483 19121 28461 6653 17281 22160 12248 14547 648 14232 20244 19121 15469 19121 3011 28332 8100 4438 2106 21534 8679 15766 4198 25284 2106 10039
5011,13778 17170 14232 9090 17062 8100 17281 10449 26328 13767 27370 16328 29179 19339 25504 24965 235 23926 17062 8100 12248 19340 ， 21105 14186 14684 29498 13778 17170 14232 9090 17062 8100 13767 16328 29179 19339 25504 15991 4685 235 23926 10300 104 13839 29525 4969 233 8679 233 8251 4198 104 23084
5012,22160 12248 14547 648 14232 20244 19121 15469 ， 25483 8100 10449 10596 4274 12153 14547 23904 5609 25203 7469 9023 4470 15469 26336 28461 24007 17281 14547 23308 25130 10879 5609 28461 8100 15469 1357 18313 13462 14950
5013,26823 11295 3828 15506 19121 5609 26526 8194 26526 22737 17281 3844 11160 23146 16856 1292 929 8189 15647 6653 23904 28256 648 1242 26336 8766 19121 13462 2124 22007 10300 26307 18947 ， 12163 8224 13343 16328 8679 233 21534 4198 20781 13178
5014,5368 4397 25483 19121 21450 29555 23259 9601 14477 4274 20447 26336 5233 10760 13462 14950 ， 25483 19121 23259 13470 9023 2281 1845 8679 16328 29179 4198 26096 18754 929 20447 26336 24540 21326 26669 3099 3696 2545
5015,21871 25658 21552 8414 14560 17861 22160 12248 ， 26825 28438 28392 27173 21853 21552 4873 25483 19121 28332 28860 8808 12790 1823 15395 3037 ， 3218 8503 21695 12567 12855 15098 3636
5016,22705 10760 7558 929 8766 13688 17281 16648 12248 ， 27762 6380 2797 26307 18947 12075 16337 1242 28503 2281 10620 8194 10922 8266 26526 2281 648 18244 25130 15130 13688 20781 13178 10760 29401
5017,4898 15991 20015 28776 26564 85 12567 30181 9283 30241 15318 27321 16735 29618 5574 ， 5420 1381 23904 9538 27322 13535 2568 4873 4054 20015 28776 10937 29842 29731 ， 5420 1381 10937 29842 9963 5697 20015 28776 5933 19052 21473 8147 1390 13462 14950 ， 7424 10922 16598 23796 17525 2103 1396 4438 24053 23532
5018,13607 19492 30100 13470 9023 13846 26669 15707 8100 25504 19328 ， 19636 20097 29732 26564 19897 7481 20048 15707 9019 12331 25504 2545 ， 14501 15912 1823 16614 6180 24162 21105 12482 8147 17572 25085 25572 4397 23349 26526 ， 30208 729 17738 233 16328 4198 26669 26748 2705 15707 10300 1317
5019,20850 13535 10063 697 1506 25398 29627 27700 25504 26754 10647 10411 6517 2797 15647 17062 ， 10063 697 13535 4274 12153 3519 6494 10724 10816 5697 1602 21209 10063 17281 10941 10446 13821 16856 20458 19121 12235 29956 10449
5020,4198 14131 10539 11526 16575 4873 16122 8147 17144 9192 21079 4198 14131 9283 5111 22014 8299 28109 27063 20791 22993 29940 26564 4004 8147 17675 15647 17144 9192 17281 21251 13032 19328 ， 4198 14131 8146 10674 12170 17568 4198 14131 27013 12196 4767 12672 23904 21853 3328 1317 ， 17018 1396 16328 8679 7390 11497 10300 16045
5021,2797 9601 1242 9672 13535 8718 4198 25130 10879 23904 ， 1826 29057 17525 2103 274 28099 18787 22241 28099 25130 2738 979 12772 20548 8183 8147 18754 8183 29003 8414 6516 11342 29179 2103 2103 611 25483 12766 ， 25585 25157 9601 24073 2124 16157 233 233 4198 10937 24053 10449 20669 233 1845 233 27133 17281 22014 19226 11760 ， 15991 25483 19121 20097 13613 12459 3644 27700 705 29525 6809 27369 458 458 20923 233 1845 4198 104 23084
5022,20850 4004 22382 14232 25848 929 10893 15337 20097 10539 11526 ， 25483 19121 17281 19052 15707 6259 8202 26568 24058 10760 6622 ， 13343 1394 2106 10039 ， 15912 1943 28682 25483 19121 7424 23308 25130 10879 7251 8100 19052 15707 10300
5023,2281 5112 14501 25572 10063 20097 16328 18736 1845 611 274 19335 27160 17281 15318 1030 8414 4873 10411 6517 ， 27427 1116 17062 16648 9672 9379 17281 28709 1562 20714 25585 ， 3218 8503 5219 19047 ， 7915 5292 16337 5933 10449 8209 23635 22131 1317
5024,23372 27722 16337 28109 19934 19781 17281 29627 803 25504 16051 16614 6180 23146 29976 21378 12235 15305 19934 16157 15428 20565 24058 8773 19934 19781 ， 16328 18371 18371 8251 1396
5025,3848 19855 29732 16247 26082 15107 23953 7702 15043 4898 23349 749 ， 13778 12640 13882 28874 2106 10039
5026,14489 25843 1826 25483 11259 8100 28136 28394 1433 1943 10274 25483 25848 13272 4274 1602 29538 8194 1943
5027,28874 2106 10039 20163 27095 25682 979 1730 25682 11342 23468 25585 2797 25993 22325 17281 20448 21692 ， 7442 5890 15745 3249 15318 4529 979 20265 25398 29627 20163 12163 8224 13343 17281 27013 18451
5028,10063 233 611 274 13778 19319 14232 9090 23904 2281 25585 12206 10723 4772 11513 8513 23832 19052 27151 26526 10039 10411 ， 15912 14051 12052 5239 ， 12153 3519 6494 19121 30100 8100 233 17525 4198 24583 2106 2617 1053 25945
5029,9601 8147 929 25483 19121 14018 26669 4685 9601 6653 21209 10063 13839 10449 9043 2106 10039 11371 18313 24748 5663 ， 651 1841 2281 29179 4198 10922 5239 23832 19052 17281 10449 26754 27700 705 24583 13178 8194 10922 25945
5030,22705 1317 14501 27454 4274 8718 25585 16856 28256 17281 9019 21871 13462 14950 14547 11766 2281 15316 8327 5933 19052 15469
5031,648 8224 2281 23945 16337 30271 4235 19654 8019 12100 1082 10449 23722 19886 924 7661 19121 15830 11628 17281 25442 1834 ， 14131 8679 16328 18371 4198
5032,22705 4274 648 16856 6762 28648 22737 1662 17170 17401 19328 854 24586 23832 19052 4054 8194 17799 ， 25483 19121 19121 13470 17337 17060 21114 4106 1989 20060 10636 29584 2166 9531 26694 648 16856 6762 ， 25483 19121 8146 10674 1317
5033,10941 19121 396 2446 9963 11371 8137 30100 18430 13462 14950 25572 4397 10449 18679 ， 4198 14131 19551 18430 4470 10238 20163 28332 13462 19121 5574 5697 19052 15707 6809 28685 3261 29265 20923 19328 8641 12170 25756 28751 8100 21004 4767 16456 24007
5034,12567 2502 26417 1258 10449 10382 17861 28136 ， 4004 22382 14232 6259 8202 26096 10539 11526 10238 20163 20714 25585 6288 24007 ， 7442 17018 27427 1116 25483 19121 14521 24169 4685 9601 6653 21209 10063 13839 ， 1258 17568 22014 3848 19855 5609 20983 17281 7230 22480 1292 929
5035,25658 4529 16572 20097 24438 7531 19604 10039 25483 8100 8194 2281 8067 19654 23832 19052 28332 13462 8100 28136 ， 14501 30100 13470 9023 13846 30249 15465 23904 726 18244 24583 16328 15766 4198 10922 5239 2106 10039 ， 25212 15991 14501 27454 14547 28332 13462 104 15469 16328 15766 4198 104 23084
5036,27380 413 2990 16133 10893 4529 3240 7800 23468 25585 28332 13462 19121 20063 13045 17281 929 3328
5037,14547 19121 12235 4990 28709 6189 24007 15469 28874 368 1744 11444 83 24583 13178 19013 726 27145 30241 23513 2545 10937 5609 19551 18319 30241 8756 5718 8100 4470 30241 12100 1082 28900 27321 12153 28682 23513 2545 561 10204 30241 10238 2970 5697 17227 18985 2224 10204 19506 19506 4299 3696 12163 8224 13343 2281 2617 1053 9601 11100 2106 10039 10647 8194 24583 15318 10922 4920 15506 9498 10449 12331 10026 27308
5038,1258 11497 18529 25504 11766 20726 26366 9601 19121 6837 20791 8100 17281 23468 28136 9023 4470 ， 2281 4004 8100 10937 13178 17281 28136 20531 18079 22410 9601 24823 20791 4054 233 15766 26328 10596 17983 25504 5697 29179 26328 27779 14208 18754 18529 25504 17281 27969 9979
5039,13778 25157 5697 7342 16337 19319 15439 27013 25504 5602 9019 9023 13846 2281 2832 8100 8147 22410 22275 4397 4054 27700 13462 24007 ， 2281 10636 1396 17281 23468 4274 27067 25169 9601 ， 14950 26336 12640 25169 23832 27067 10723
5040,27762 6380 2797 13535 25483 19121 7424 23308 25130 10879 7251 8100 25682 26272 10449 16456 25501 5574 7469 19121 3011 2199 8194 5697 23308 23904 5609 25130 26059 17281 19121 12235 ， 27762 6380 2797 26307 18947 12075 16337 1242 28503 26336 4685 8149 10063 10300 104 13839 5678 28109 1317 ， 16328 8679 17525 4198
5041,1258 13535 233 2103 2103 1396 3844 25483 5602 9810 4197 10922 4529 25473 11100 20097 17281 ， 25483 19121 10937 24053 16614 6180 24583 15707 27013 8282 ， 29547 7230 8808 ， 15469 10935 6832 22382 3240 7800 14547 26315 19121 28461 22197 11342 17281 3064 22241 15469 ， 14547 8414 25501 4054 9000 28543 4274 24656 20508
5042,29344 3756 13535 28705 13712 9935 7440 17281 ， 17935 28084 14501 233 29179 4198 14950 26669 18970 29555 1317 29498 979 20726 24540 ， 929 10893
5043,5420 12206 4721 10646 16575 979 16575 4054 15469 ， 14547 14501 27454 233 21534 2103 2103 611 23904 3218 18581 20097 233 233 2103 2103 611 23904 16572 2286 20163 ， 5420 12206 9192 26568 15303 5111 24053 20791 3934 19057 ， 29547 4198 4529 2281 4472 2545 21554 25658 10300 23980 1222
5044,3470 23926 17568 24583 16542 15303 25117 10760 12459 ， 10551 760 12459 24007 21450 29555 19433 2124 29555 16754 4526 85 ， 7424 1053 4198 22014 21554 13688 16328 2103 5594 17969 12459 9379 ， 11160 20428 854 14873 22737 854 2269 22197 25859 25284 16614 6180 16122 19654 23084 17281 19286 5609 5697 23259 19462
5045,7481 16456 2281 6636 2337 12052 5239 29179 11688 21534 2103 625 8194 26437 25483 19121 26307 18947 12163 8224 13343 ， 17227 26096 3249 25658 4529 11100 29099 24053 13707 24288 ， 104 23084 1317
5046,27018 28438 21105 14186 27018 6837 20791 8100 10449 24327 3218 7390 26669 19551 18581 12868 12772 16276 26366 16328 18371 15766 15766 1396 17525 8679 233 2103 4198 2281 9601 17441 8100 3844 4767 12672 3064 9023 8194 26526 10922 17281 24583 17256
5047,27878 979 8194 26725 8414 8766 23503 17281 15506 9498 8808 12790 8456 10645 ， 29005 11588 27013 12196 26568 24058 1053 10059 2106 10039 3240 7800 8766 23503 ， 19551 9043 24540 8808 12790 23503 233 2103 16328 8251 1396 21534 8679 2990 8266 22014 ， 29005 28648 2224 9023 2281 10937 22131 9601 25945
5048,14501 27454 10723 24073 5697 2797 29547 10879 19855 7424 2090 11342 4526 26564 7821 11497 15520 27762 27321 10874 15469 ， 14547 28705 13712 8612 881 23084 ， 29547 2106 10039 ， 30072 6762 16337 9410 22382 14823 7915 16337 2115 8808 12567 14501 27166 17058 13462 14950 20089 26856 ， 8503 4198 ， 15991 14501 27454 8146 10674 17525 8679 233 18371 4198 104 23084
5049,8194 17799 14489 25843 3218 4767 15647 6653 23904 17227 26096 3249 ， 29547 10647 26366 233 8679 233 8251 4198 27322 233 8679 233 17525 4198 2281 1341 8067 396 11766 21874 11160 ， 25483 19121 26307 18947 12163 8224 13343 2281 2199 2224 29525 4969 23980 1222 ， 4198 4529
5050,25483 19121 29038 10449 9428 23904 27067 10937 14242 16328 21534 4198 25257 24583 2106 2617 1053 26564 85 24053 20565 29731 29207 5489 16337
5051,16614 6180 29547 13712 7251 29099 ， 28874 5219 23926 1826 19121 5609 15439 23904 24586 22103 1292 14501 27454 1938 5602 15303 2922 ， 14501 8067 23635 8147 7390 9963 9023 23598 10922 13895 23904 19013 2337 ， 104 23084 16325 20448 4873
5052,4526 24058 8194 26526 26082 15107 24714 16456 881 12268 ， 2816 26146 4966 25945 ， 9963 17018 14051 17281 8194 1943 13535 8322 8194 5682 749 28332 13462 30100 19436 2066 14950 4198 4938 28503 23978 17281 21004 26694
